prefix,Y1_size,Y2_size,U,U_time,dominated_points,dominated_relative_Y2,t1,t2,s1,s2,seed,ub_level,Y_size,Yn_size
l-m_50_50_all_4_,50,50,139,0.6070411205291748,10,0.2,l,m,50,50,4,all,2500,225
l-m_50_50_all_5_,50,50,204,0.8205740451812744,10,0.2,l,m,50,50,5,all,2500,229
l-u_50_50_all_1_,50,50,312,1.0159170627593994,32,0.64,l,u,50,50,1,all,2500,164
l-u_50_50_all_2_,50,50,268,0.9874050617218018,37,0.74,l,u,50,50,2,all,2500,189
l-u_50_50_all_3_,50,50,259,0.8234596252441406,39,0.78,l,u,50,50,3,all,2500,203
l-u_50_50_all_4_,50,50,287,0.768409252166748,36,0.72,l,u,50,50,4,all,2500,177
l-u_50_50_all_5_,50,50,386,1.8980233669281006,34,0.68,l,u,50,50,5,all,2500,245
m-l_50_50_all_1_,50,50,104,0.4015319347381592,0,0.0,m,l,50,50,1,all,2500,229
m-l_50_50_all_2_,50,50,113,0.46151185035705566,0,0.0,m,l,50,50,2,all,2500,225
m-l_50_50_all_3_,50,50,117,0.5334181785583496,0,0.0,m,l,50,50,3,all,2500,250
m-l_50_50_all_4_,50,50,106,0.3902459144592285,0,0.0,m,l,50,50,4,all,2500,223
m-l_50_50_all_5_,50,50,134,0.6260397434234619,0,0.0,m,l,50,50,5,all,2500,273
m-m_50_50_all_1_,50,50,205,1.0016860961914062,8,0.16,m,m,50,50,1,all,2500,298
m-m_50_50_all_2_,50,50,207,0.8465721607208252,28,0.56,m,m,50,50,2,all,2500,250
m-m_50_50_all_3_,50,50,181,0.8121371269226074,7,0.14,m,m,50,50,3,all,2500,272
m-m_50_50_all_4_,50,50,185,0.7660417556762695,15,0.3,m,m,50,50,4,all,2500,250
m-m_50_50_all_5_,50,50,238,1.140470027923584,12,0.24,m,m,50,50,5,all,2500,298
m-u_50_50_all_1_,50,50,172,0.4786698818206787,36,0.72,m,u,50,50,1,all,2500,143
m-u_50_50_all_2_,50,50,123,0.4263021945953369,37,0.74,m,u,50,50,2,all,2500,185
m-u_50_50_all_3_,50,50,166,0.44664812088012695,37,0.74,m,u,50,50,3,all,2500,186
m-u_50_50_all_4_,50,50,131,0.29141688346862793,38,0.76,m,u,50,50,4,all,2500,170
m-u_50_50_all_5_,50,50,153,0.6945281028747559,39,0.78,m,u,50,50,5,all,2500,235
u-l_50_50_all_1_,50,50,82,0.3929009437561035,0,0.0,u,l,50,50,1,all,2500,245
u-l_50_50_all_2_,50,50,57,0.16343283653259277,0,0.0,u,l,50,50,2,all,2500,177
u-l_50_50_all_3_,50,50,61,0.20795774459838867,0,0.0,u,l,50,50,3,all,2500,203
u-l_50_50_all_4_,50,50,65,0.22509384155273438,0,0.0,u,l,50,50,4,all,2500,189
u-l_50_50_all_5_,50,50,57,0.17536306381225586,0,0.0,u,l,50,50,5,all,2500,164
u-m_50_50_all_1_,50,50,81,0.38556694984436035,0,0.0,u,m,50,50,1,all,2500,235
u-m_50_50_all_2_,50,50,50,0.12856197357177734,0,0.0,u,m,50,50,2,all,2500,170
u-m_50_50_all_3_,50,50,58,0.18723011016845703,0,0.0,u,m,50,50,3,all,2500,186
u-m_50_50_all_4_,50,50,67,0.25174403190612793,0,0.0,u,m,50,50,4,all,2500,185
u-m_50_50_all_5_,50,50,51,0.1560502052307129,0,0.0,u,m,50,50,5,all,2500,143
u-u_50_50_all_1_,50,50,128,0.4791679382324219,0,0.0,u,u,50,50,1,all,2500,203
u-u_50_50_all_2_,50,50,90,0.337658166885376,0,0.0,u,u,50,50,2,all,2500,227
u-u_50_50_all_3_,50,50,66,0.20351195335388184,0,0.0,u,u,50,50,3,all,2500,192
u-u_50_50_all_4_,50,50,170,0.6039528846740723,7,0.14,u,u,50,50,4,all,2500,227
u-u_50_50_all_5_,50,50,83,0.2720358371734619,0,0.0,u,u,50,50,5,all,2500,203
l-l_100_100_lexmin_1_,100,100,152,1.1450960636138916,0,0.0,l,l,100,100,1,lexmin,10000,927
l-l_100_100_lexmin_2_,100,100,169,1.1106879711151123,0,0.0,l,l,100,100,2,lexmin,10000,866
l-l_100_100_lexmin_3_,100,100,297,2.1783180236816406,0,0.0,l,l,100,100,3,lexmin,10000,657
l-l_100_100_lexmin_4_,100,100,165,1.2454731464385986,0,0.0,l,l,100,100,4,lexmin,10000,866
l-l_100_100_lexmin_5_,100,100,204,1.429123878479004,0,0.0,l,l,100,100,5,lexmin,10000,927
l-m_100_100_lexmin_1_,100,100,183,1.2804169654846191,0,0.0,l,m,100,100,1,lexmin,10000,555
l-m_100_100_lexmin_2_,100,100,133,0.8649191856384277,0,0.0,l,m,100,100,2,lexmin,10000,558
l-m_100_100_lexmin_3_,100,100,142,0.9475178718566895,0,0.0,l,m,100,100,3,lexmin,10000,533
l-m_100_100_lexmin_4_,100,100,179,1.0544319152832031,0,0.0,l,m,100,100,4,lexmin,10000,500
l-m_100_100_lexmin_5_,100,100,180,1.2590010166168213,0,0.0,l,m,100,100,5,lexmin,10000,594
l-u_100_100_lexmin_1_,100,100,121,0.8456060886383057,66,0.66,l,u,100,100,1,lexmin,10000,325
l-u_100_100_lexmin_2_,100,100,152,1.0366668701171875,78,0.78,l,u,100,100,2,lexmin,10000,237
l-u_100_100_lexmin_3_,100,100,149,0.9959020614624023,68,0.68,l,u,100,100,3,lexmin,10000,300
l-u_100_100_lexmin_4_,100,100,213,1.5881178379058838,90,0.9,l,u,100,100,4,lexmin,10000,266
l-u_100_100_lexmin_5_,100,100,238,1.6526942253112793,89,0.89,l,u,100,100,5,lexmin,10000,273
m-l_100_100_lexmin_1_,100,100,103,0.7268340587615967,0,0.0,m,l,100,100,1,lexmin,10000,594
m-l_100_100_lexmin_2_,100,100,101,0.6996290683746338,0,0.0,m,l,100,100,2,lexmin,10000,500
m-l_100_100_lexmin_3_,100,100,103,0.7128889560699463,0,0.0,m,l,100,100,3,lexmin,10000,533
m-l_100_100_lexmin_4_,100,100,101,0.6768028736114502,0,0.0,m,l,100,100,4,lexmin,10000,558
m-l_100_100_lexmin_5_,100,100,100,0.6664819717407227,0,0.0,m,l,100,100,5,lexmin,10000,555
m-m_100_100_lexmin_1_,100,100,168,1.1193077564239502,0,0.0,m,m,100,100,1,lexmin,10000,673
m-m_100_100_lexmin_2_,100,100,215,1.463989019393921,0,0.0,m,m,100,100,2,lexmin,10000,735
m-m_100_100_lexmin_3_,100,100,231,1.4113540649414062,0,0.0,m,m,100,100,3,lexmin,10000,565
m-m_100_100_lexmin_4_,100,100,178,1.1288483142852783,0,0.0,m,m,100,100,4,lexmin,10000,735
m-m_100_100_lexmin_5_,100,100,231,1.429149866104126,0,0.0,m,m,100,100,5,lexmin,10000,673
m-u_100_100_lexmin_1_,100,100,103,0.7285802364349365,76,0.76,m,u,100,100,1,lexmin,10000,320
m-u_100_100_lexmin_2_,100,100,101,0.6902201175689697,80,0.8,m,u,100,100,2,lexmin,10000,232
m-u_100_100_lexmin_3_,100,100,102,0.6984009742736816,78,0.78,m,u,100,100,3,lexmin,10000,288
m-u_100_100_lexmin_4_,100,100,101,0.6770980358123779,81,0.81,m,u,100,100,4,lexmin,10000,281
m-u_100_100_lexmin_5_,100,100,102,0.690558910369873,74,0.74,m,u,100,100,5,lexmin,10000,282
u-l_100_100_lexmin_1_,100,100,93,0.5849759578704834,0,0.0,u,l,100,100,1,lexmin,10000,273
u-l_100_100_lexmin_2_,100,100,173,1.2494020462036133,0,0.0,u,l,100,100,2,lexmin,10000,266
u-l_100_100_lexmin_3_,100,100,124,0.8083398342132568,0,0.0,u,l,100,100,3,lexmin,10000,300
u-l_100_100_lexmin_4_,100,100,166,1.2159311771392822,0,0.0,u,l,100,100,4,lexmin,10000,237
u-l_100_100_lexmin_5_,100,100,115,0.6812231540679932,0,0.0,u,l,100,100,5,lexmin,10000,325
u-m_100_100_lexmin_1_,100,100,69,0.45082807540893555,0,0.0,u,m,100,100,1,lexmin,10000,282
u-m_100_100_lexmin_2_,100,100,75,0.4487149715423584,0,0.0,u,m,100,100,2,lexmin,10000,281
u-m_100_100_lexmin_3_,100,100,67,0.33104610443115234,0,0.0,u,m,100,100,3,lexmin,10000,288
u-m_100_100_lexmin_4_,100,100,57,0.29862308502197266,0,0.0,u,m,100,100,4,lexmin,10000,232
u-m_100_100_lexmin_5_,100,100,81,0.41594600677490234,0,0.0,u,m,100,100,5,lexmin,10000,320
u-u_100_100_lexmin_1_,100,100,73,0.4461379051208496,0,0.0,u,u,100,100,1,lexmin,10000,305
u-u_100_100_lexmin_2_,100,100,144,1.0050346851348877,0,0.0,u,u,100,100,2,lexmin,10000,337
u-u_100_100_lexmin_3_,100,100,174,1.2439320087432861,0,0.0,u,u,100,100,3,lexmin,10000,302
u-u_100_100_lexmin_4_,100,100,120,0.8802506923675537,0,0.0,u,u,100,100,4,lexmin,10000,337
u-u_100_100_lexmin_5_,100,100,149,1.0205037593841553,44,0.44,u,u,100,100,5,lexmin,10000,305
l-l_100_100_extreme_1_,100,100,481,13.207565069198608,0,0.0,l,l,100,100,1,extreme,10000,927
l-l_100_100_extreme_2_,100,100,448,11.138116836547852,0,0.0,l,l,100,100,2,extreme,10000,866
l-l_100_100_extreme_3_,100,100,318,6.823251962661743,0,0.0,l,l,100,100,3,extreme,10000,657
l-l_100_100_extreme_4_,100,100,460,11.743647813796997,0,0.0,l,l,100,100,4,extreme,10000,866
l-l_100_100_extreme_5_,100,100,448,12.421983003616333,0,0.0,l,l,100,100,5,extreme,10000,927
l-m_100_100_extreme_1_,100,100,239,2.665884017944336,3,0.03,l,m,100,100,1,extreme,10000,555
l-m_100_100_extreme_2_,100,100,261,2.879049062728882,1,0.01,l,m,100,100,2,extreme,10000,558
l-m_100_100_extreme_3_,100,100,201,1.319242000579834,2,0.02,l,m,100,100,3,extreme,10000,533
l-m_100_100_extreme_4_,100,100,152,1.365570068359375,1,0.01,l,m,100,100,4,extreme,10000,500
l-m_100_100_extreme_5_,100,100,223,2.4008703231811523,4,0.04,l,m,100,100,5,extreme,10000,594
l-u_100_100_extreme_1_,100,100,121,0.8954861164093018,66,0.66,l,u,100,100,1,extreme,10000,325
l-u_100_100_extreme_2_,100,100,152,0.9946560859680176,78,0.78,l,u,100,100,2,extreme,10000,237
l-u_100_100_extreme_3_,100,100,149,1.0259907245635986,68,0.68,l,u,100,100,3,extreme,10000,300
l-u_100_100_extreme_4_,100,100,213,1.5194799900054932,90,0.9,l,u,100,100,4,extreme,10000,266
l-u_100_100_extreme_5_,100,100,238,1.7049589157104492,89,0.89,l,u,100,100,5,extreme,10000,273
m-l_100_100_extreme_1_,100,100,232,3.9630088806152344,0,0.0,m,l,100,100,1,extreme,10000,594
m-l_100_100_extreme_2_,100,100,299,4.61956787109375,0,0.0,m,l,100,100,2,extreme,10000,500
m-l_100_100_extreme_3_,100,100,169,2.453800916671753,0,0.0,m,l,100,100,3,extreme,10000,533
m-l_100_100_extreme_4_,100,100,237,4.2555248737335205,0,0.0,m,l,100,100,4,extreme,10000,558
m-l_100_100_extreme_5_,100,100,219,3.5249269008636475,0,0.0,m,l,100,100,5,extreme,10000,555
m-m_100_100_extreme_1_,100,100,374,3.799266815185547,23,0.23,m,m,100,100,1,extreme,10000,673
m-m_100_100_extreme_2_,100,100,433,4.987961769104004,9,0.09,m,m,100,100,2,extreme,10000,735
m-m_100_100_extreme_3_,100,100,373,3.605682134628296,7,0.07,m,m,100,100,3,extreme,10000,565
m-m_100_100_extreme_4_,100,100,355,4.833910226821899,12,0.12,m,m,100,100,4,extreme,10000,735
m-m_100_100_extreme_5_,100,100,291,3.176654100418091,11,0.11,m,m,100,100,5,extreme,10000,673
m-u_100_100_extreme_1_,100,100,103,0.6980078220367432,76,0.76,m,u,100,100,1,extreme,10000,320
m-u_100_100_extreme_2_,100,100,101,0.7147481441497803,80,0.8,m,u,100,100,2,extreme,10000,232
m-u_100_100_extreme_3_,100,100,102,0.6712160110473633,78,0.78,m,u,100,100,3,extreme,10000,288
m-u_100_100_extreme_4_,100,100,101,0.693828821182251,81,0.81,m,u,100,100,4,extreme,10000,281
m-u_100_100_extreme_5_,100,100,102,0.6629161834716797,74,0.74,m,u,100,100,5,extreme,10000,282
u-l_100_100_extreme_1_,100,100,84,0.7734119892120361,0,0.0,u,l,100,100,1,extreme,10000,273
u-l_100_100_extreme_2_,100,100,86,0.7618460655212402,0,0.0,u,l,100,100,2,extreme,10000,266
u-l_100_100_extreme_3_,100,100,99,0.9834911823272705,0,0.0,u,l,100,100,3,extreme,10000,300
u-l_100_100_extreme_4_,100,100,85,0.6076788902282715,0,0.0,u,l,100,100,4,extreme,10000,237
u-l_100_100_extreme_5_,100,100,107,1.0308020114898682,0,0.0,u,l,100,100,5,extreme,10000,325
u-m_100_100_extreme_1_,100,100,39,0.24342107772827148,0,0.0,u,m,100,100,1,extreme,10000,282
u-m_100_100_extreme_2_,100,100,34,0.14484214782714844,0,0.0,u,m,100,100,2,extreme,10000,281
u-m_100_100_extreme_3_,100,100,27,0.11641216278076172,0,0.0,u,m,100,100,3,extreme,10000,288
u-m_100_100_extreme_4_,100,100,17,0.06649589538574219,0,0.0,u,m,100,100,4,extreme,10000,232
u-m_100_100_extreme_5_,100,100,37,0.20122790336608887,0,0.0,u,m,100,100,5,extreme,10000,320
u-u_100_100_extreme_1_,100,100,73,0.460284948348999,0,0.0,u,u,100,100,1,extreme,10000,305
u-u_100_100_extreme_2_,100,100,144,1.0068988800048828,0,0.0,u,u,100,100,2,extreme,10000,337
u-u_100_100_extreme_3_,100,100,174,1.2937920093536377,0,0.0,u,u,100,100,3,extreme,10000,302
u-u_100_100_extreme_4_,100,100,120,0.858057975769043,0,0.0,u,u,100,100,4,extreme,10000,337
u-u_100_100_extreme_5_,100,100,149,1.0622551441192627,44,0.44,u,u,100,100,5,extreme,10000,305
l-l_100_100_0.25_1_,100,100,487,13.918320894241333,0,0.0,l,l,100,100,1,0.25,10000,927
l-l_100_100_0.25_2_,100,100,455,11.67472505569458,0,0.0,l,l,100,100,2,0.25,10000,866
l-l_100_100_0.25_3_,100,100,316,7.047538757324219,0,0.0,l,l,100,100,3,0.25,10000,657
l-l_100_100_0.25_4_,100,100,471,12.385520219802856,0,0.0,l,l,100,100,4,0.25,10000,866
l-l_100_100_0.25_5_,100,100,452,13.089816093444824,0,0.0,l,l,100,100,5,0.25,10000,927
l-m_100_100_0.25_1_,100,100,347,4.948686122894287,9,0.09,l,m,100,100,1,0.25,10000,555
l-m_100_100_0.25_2_,100,100,315,4.687790155410767,5,0.05,l,m,100,100,2,0.25,10000,558
l-m_100_100_0.25_3_,100,100,250,2.808385133743286,9,0.09,l,m,100,100,3,0.25,10000,533
l-m_100_100_0.25_4_,100,100,149,1.9825248718261719,5,0.05,l,m,100,100,4,0.25,10000,500
l-m_100_100_0.25_5_,100,100,307,4.232760667800903,8,0.08,l,m,100,100,5,0.25,10000,594
l-u_100_100_0.25_1_,100,100,390,3.370239019393921,76,0.76,l,u,100,100,1,0.25,10000,325
l-u_100_100_0.25_2_,100,100,238,1.622563123703003,78,0.78,l,u,100,100,2,0.25,10000,237
l-u_100_100_0.25_3_,100,100,406,3.5359833240509033,70,0.7,l,u,100,100,3,0.25,10000,300
l-u_100_100_0.25_4_,100,100,365,3.620682954788208,92,0.92,l,u,100,100,4,0.25,10000,266
l-u_100_100_0.25_5_,100,100,290,2.909348964691162,89,0.89,l,u,100,100,5,0.25,10000,273
m-l_100_100_0.25_1_,100,100,236,4.0997350215911865,0,0.0,m,l,100,100,1,0.25,10000,594
m-l_100_100_0.25_2_,100,100,305,4.9303929805755615,0,0.0,m,l,100,100,2,0.25,10000,500
m-l_100_100_0.25_3_,100,100,172,2.5517289638519287,0,0.0,m,l,100,100,3,0.25,10000,533
m-l_100_100_0.25_4_,100,100,243,4.520807981491089,0,0.0,m,l,100,100,4,0.25,10000,558
m-l_100_100_0.25_5_,100,100,225,3.9102070331573486,0,0.0,m,l,100,100,5,0.25,10000,555
m-m_100_100_0.25_1_,100,100,384,7.446685791015625,32,0.32,m,m,100,100,1,0.25,10000,673
m-m_100_100_0.25_2_,100,100,379,6.927724123001099,15,0.15,m,m,100,100,2,0.25,10000,735
m-m_100_100_0.25_3_,100,100,419,6.258923053741455,16,0.16,m,m,100,100,3,0.25,10000,565
m-m_100_100_0.25_4_,100,100,429,7.6121320724487305,21,0.21,m,m,100,100,4,0.25,10000,735
m-m_100_100_0.25_5_,100,100,371,5.915205240249634,19,0.19,m,m,100,100,5,0.25,10000,673
m-u_100_100_0.25_1_,100,100,194,1.6934123039245605,80,0.8,m,u,100,100,1,0.25,10000,320
m-u_100_100_0.25_2_,100,100,372,2.812451124191284,80,0.8,m,u,100,100,2,0.25,10000,232
m-u_100_100_0.25_3_,100,100,110,0.8473219871520996,79,0.79,m,u,100,100,3,0.25,10000,288
m-u_100_100_0.25_4_,100,100,217,2.2950730323791504,83,0.83,m,u,100,100,4,0.25,10000,281
m-u_100_100_0.25_5_,100,100,121,1.1689469814300537,74,0.74,m,u,100,100,5,0.25,10000,282
u-l_100_100_0.25_1_,100,100,88,0.8519701957702637,0,0.0,u,l,100,100,1,0.25,10000,273
u-l_100_100_0.25_2_,100,100,91,0.8346738815307617,0,0.0,u,l,100,100,2,0.25,10000,266
u-l_100_100_0.25_3_,100,100,103,1.041274070739746,0,0.0,u,l,100,100,3,0.25,10000,300
u-l_100_100_0.25_4_,100,100,89,0.651054859161377,0,0.0,u,l,100,100,4,0.25,10000,237
u-l_100_100_0.25_5_,100,100,110,1.0721077919006348,0,0.0,u,l,100,100,5,0.25,10000,325
u-m_100_100_0.25_1_,100,100,49,0.3776688575744629,0,0.0,u,m,100,100,1,0.25,10000,282
u-m_100_100_0.25_2_,100,100,50,0.2969851493835449,0,0.0,u,m,100,100,2,0.25,10000,281
u-m_100_100_0.25_3_,100,100,45,0.2750270366668701,0,0.0,u,m,100,100,3,0.25,10000,288
u-m_100_100_0.25_4_,100,100,37,0.1586596965789795,0,0.0,u,m,100,100,4,0.25,10000,232
u-m_100_100_0.25_5_,100,100,53,0.3269777297973633,0,0.0,u,m,100,100,5,0.25,10000,320
u-u_100_100_0.25_1_,100,100,89,0.822537899017334,0,0.0,u,u,100,100,1,0.25,10000,305
u-u_100_100_0.25_2_,100,100,176,1.618952989578247,0,0.0,u,u,100,100,2,0.25,10000,337
u-u_100_100_0.25_3_,100,100,153,1.5085082054138184,0,0.0,u,u,100,100,3,0.25,10000,302
u-u_100_100_0.25_4_,100,100,120,1.289660930633545,0,0.0,u,u,100,100,4,0.25,10000,337
u-u_100_100_0.25_5_,100,100,214,2.251115083694458,44,0.44,u,u,100,100,5,0.25,10000,305
l-l_100_100_0.5_1_,100,100,493,15.078596830368042,0,0.0,l,l,100,100,1,0.5,10000,927
l-l_100_100_0.5_2_,100,100,465,13.160147905349731,0,0.0,l,l,100,100,2,0.5,10000,866
l-l_100_100_0.5_3_,100,100,317,7.114052057266235,0,0.0,l,l,100,100,3,0.5,10000,657
l-l_100_100_0.5_4_,100,100,474,12.875733137130737,0,0.0,l,l,100,100,4,0.5,10000,866
l-l_100_100_0.5_5_,100,100,467,14.27946925163269,0,0.0,l,l,100,100,5,0.5,10000,927
l-m_100_100_0.5_1_,100,100,437,6.9859089851379395,25,0.25,l,m,100,100,1,0.5,10000,555
l-m_100_100_0.5_2_,100,100,351,5.701432228088379,17,0.17,l,m,100,100,2,0.5,10000,558
l-m_100_100_0.5_3_,100,100,374,5.291438102722168,18,0.18,l,m,100,100,3,0.5,10000,533
l-m_100_100_0.5_4_,100,100,170,2.4209208488464355,10,0.1,l,m,100,100,4,0.5,10000,500
l-m_100_100_0.5_5_,100,100,399,6.580978870391846,19,0.19,l,m,100,100,5,0.5,10000,594
l-u_100_100_0.5_1_,100,100,559,4.845150947570801,76,0.76,l,u,100,100,1,0.5,10000,325
l-u_100_100_0.5_2_,100,100,478,3.330570936203003,82,0.82,l,u,100,100,2,0.5,10000,237
l-u_100_100_0.5_3_,100,100,580,5.263833999633789,70,0.7,l,u,100,100,3,0.5,10000,300
l-u_100_100_0.5_4_,100,100,365,3.509896993637085,92,0.92,l,u,100,100,4,0.5,10000,266
l-u_100_100_0.5_5_,100,100,290,3.0078999996185303,89,0.89,l,u,100,100,5,0.5,10000,273
m-l_100_100_0.5_1_,100,100,243,4.245760917663574,0,0.0,m,l,100,100,1,0.5,10000,594
m-l_100_100_0.5_2_,100,100,315,5.144969940185547,0,0.0,m,l,100,100,2,0.5,10000,500
m-l_100_100_0.5_3_,100,100,178,3.0639872550964355,0,0.0,m,l,100,100,3,0.5,10000,533
m-l_100_100_0.5_4_,100,100,258,4.914975881576538,0,0.0,m,l,100,100,4,0.5,10000,558
m-l_100_100_0.5_5_,100,100,236,4.328052043914795,0,0.0,m,l,100,100,5,0.5,10000,555
m-m_100_100_0.5_1_,100,100,450,8.81043291091919,34,0.34,m,m,100,100,1,0.5,10000,673
m-m_100_100_0.5_2_,100,100,436,8.899886846542358,20,0.2,m,m,100,100,2,0.5,10000,735
m-m_100_100_0.5_3_,100,100,440,7.812849760055542,17,0.17,m,m,100,100,3,0.5,10000,565
m-m_100_100_0.5_4_,100,100,429,8.73459005355835,24,0.24,m,m,100,100,4,0.5,10000,735
m-m_100_100_0.5_5_,100,100,458,8.58595609664917,27,0.27,m,m,100,100,5,0.5,10000,673
m-u_100_100_0.5_1_,100,100,194,1.6857149600982666,80,0.8,m,u,100,100,1,0.5,10000,320
m-u_100_100_0.5_2_,100,100,372,2.8020927906036377,80,0.8,m,u,100,100,2,0.5,10000,232
m-u_100_100_0.5_3_,100,100,110,0.8255143165588379,79,0.79,m,u,100,100,3,0.5,10000,288
m-u_100_100_0.5_4_,100,100,217,2.2189788818359375,83,0.83,m,u,100,100,4,0.5,10000,281
m-u_100_100_0.5_5_,100,100,121,1.1146280765533447,74,0.74,m,u,100,100,5,0.5,10000,282
u-l_100_100_0.5_1_,100,100,92,0.8869609832763672,0,0.0,u,l,100,100,1,0.5,10000,273
u-l_100_100_0.5_2_,100,100,96,0.9031040668487549,0,0.0,u,l,100,100,2,0.5,10000,266
u-l_100_100_0.5_3_,100,100,107,1.1081600189208984,0,0.0,u,l,100,100,3,0.5,10000,300
u-l_100_100_0.5_4_,100,100,93,0.7150599956512451,0,0.0,u,l,100,100,4,0.5,10000,237
u-l_100_100_0.5_5_,100,100,112,1.1067702770233154,0,0.0,u,l,100,100,5,0.5,10000,325
u-m_100_100_0.5_1_,100,100,58,0.5058882236480713,0,0.0,u,m,100,100,1,0.5,10000,282
u-m_100_100_0.5_2_,100,100,66,0.5083119869232178,0,0.0,u,m,100,100,2,0.5,10000,281
u-m_100_100_0.5_3_,100,100,64,0.44534921646118164,0,0.0,u,m,100,100,3,0.5,10000,288
u-m_100_100_0.5_4_,100,100,59,0.3176460266113281,0,0.0,u,m,100,100,4,0.5,10000,232
u-m_100_100_0.5_5_,100,100,76,0.5628540515899658,0,0.0,u,m,100,100,5,0.5,10000,320
u-u_100_100_0.5_1_,100,100,92,0.9630348682403564,0,0.0,u,u,100,100,1,0.5,10000,305
u-u_100_100_0.5_2_,100,100,195,2.035989761352539,0,0.0,u,u,100,100,2,0.5,10000,337
u-u_100_100_0.5_3_,100,100,144,1.4638500213623047,0,0.0,u,u,100,100,3,0.5,10000,302
u-u_100_100_0.5_4_,100,100,123,1.4423811435699463,0,0.0,u,u,100,100,4,0.5,10000,337
u-u_100_100_0.5_5_,100,100,218,2.3783860206604004,44,0.44,u,u,100,100,5,0.5,10000,305
l-l_100_100_0.75_1_,100,100,506,16.424707889556885,0,0.0,l,l,100,100,1,0.75,10000,927
l-l_100_100_0.75_2_,100,100,460,13.350229024887085,0,0.0,l,l,100,100,2,0.75,10000,866
l-l_100_100_0.75_3_,100,100,316,7.042198181152344,0,0.0,l,l,100,100,3,0.75,10000,657
l-l_100_100_0.75_4_,100,100,483,13.340191125869751,0,0.0,l,l,100,100,4,0.75,10000,866
l-l_100_100_0.75_5_,100,100,469,14.80499005317688,0,0.0,l,l,100,100,5,0.75,10000,927
l-m_100_100_0.75_1_,100,100,496,221.7781538963318,34,0.34,l,m,100,100,1,0.75,10000,555
l-m_100_100_0.75_2_,100,100,414,7.462910890579224,26,0.26,l,m,100,100,2,0.75,10000,558
l-m_100_100_0.75_3_,100,100,445,7.286484956741333,28,0.28,l,m,100,100,3,0.75,10000,533
l-m_100_100_0.75_4_,100,100,208,3.5234479904174805,14,0.14,l,m,100,100,4,0.75,10000,500
l-m_100_100_0.75_5_,100,100,438,7.758196830749512,30,0.3,l,m,100,100,5,0.75,10000,594
l-u_100_100_0.75_1_,100,100,639,5.539327144622803,79,0.79,l,u,100,100,1,0.75,10000,325
l-u_100_100_0.75_2_,100,100,631,4.458872079849243,84,0.84,l,u,100,100,2,0.75,10000,237
l-u_100_100_0.75_3_,100,100,711,6.644209861755371,74,0.74,l,u,100,100,3,0.75,10000,300
l-u_100_100_0.75_4_,100,100,365,3.5257091522216797,92,0.92,l,u,100,100,4,0.75,10000,266
l-u_100_100_0.75_5_,100,100,290,3.0180411338806152,89,0.89,l,u,100,100,5,0.75,10000,273
m-l_100_100_0.75_1_,100,100,250,4.582552909851074,0,0.0,m,l,100,100,1,0.75,10000,594
m-l_100_100_0.75_2_,100,100,326,5.40342903137207,0,0.0,m,l,100,100,2,0.75,10000,500
m-l_100_100_0.75_3_,100,100,187,3.290879964828491,0,0.0,m,l,100,100,3,0.75,10000,533
m-l_100_100_0.75_4_,100,100,264,5.035649061203003,0,0.0,m,l,100,100,4,0.75,10000,558
m-l_100_100_0.75_5_,100,100,239,4.402853965759277,0,0.0,m,l,100,100,5,0.75,10000,555
m-m_100_100_0.75_1_,100,100,520,10.8092360496521,37,0.37,m,m,100,100,1,0.75,10000,673
m-m_100_100_0.75_2_,100,100,533,11.905134916305542,31,0.31,m,m,100,100,2,0.75,10000,735
m-m_100_100_0.75_3_,100,100,377,6.601090908050537,22,0.22,m,m,100,100,3,0.75,10000,565
m-m_100_100_0.75_4_,100,100,497,11.280930995941162,31,0.31,m,m,100,100,4,0.75,10000,735
m-m_100_100_0.75_5_,100,100,497,11.516098737716675,32,0.32,m,m,100,100,5,0.75,10000,673
m-u_100_100_0.75_1_,100,100,194,2.028268814086914,80,0.8,m,u,100,100,1,0.75,10000,320
m-u_100_100_0.75_2_,100,100,372,2.8797247409820557,80,0.8,m,u,100,100,2,0.75,10000,232
m-u_100_100_0.75_3_,100,100,110,0.8470320701599121,79,0.79,m,u,100,100,3,0.75,10000,288
m-u_100_100_0.75_4_,100,100,217,2.2388498783111572,83,0.83,m,u,100,100,4,0.75,10000,281
m-u_100_100_0.75_5_,100,100,121,1.1797339916229248,74,0.74,m,u,100,100,5,0.75,10000,282
u-l_100_100_0.75_1_,100,100,96,0.9581780433654785,0,0.0,u,l,100,100,1,0.75,10000,273
u-l_100_100_0.75_2_,100,100,101,1.0057611465454102,0,0.0,u,l,100,100,2,0.75,10000,266
u-l_100_100_0.75_3_,100,100,111,1.2200379371643066,0,0.0,u,l,100,100,3,0.75,10000,300
u-l_100_100_0.75_4_,100,100,97,0.7709121704101562,0,0.0,u,l,100,100,4,0.75,10000,237
u-l_100_100_0.75_5_,100,100,114,1.1804389953613281,0,0.0,u,l,100,100,5,0.75,10000,325
u-m_100_100_0.75_1_,100,100,79,1.1388680934906006,0,0.0,u,m,100,100,1,0.75,10000,282
u-m_100_100_0.75_2_,100,100,81,1.1530570983886719,0,0.0,u,m,100,100,2,0.75,10000,281
u-m_100_100_0.75_3_,100,100,87,0.8903110027313232,0,0.0,u,m,100,100,3,0.75,10000,288
u-m_100_100_0.75_4_,100,100,79,0.5568859577178955,0,0.0,u,m,100,100,4,0.75,10000,232
